%time,field.header.seq,field.header.stamp,field.header.frame_id,field.centroid.x,field.centroid.y,field.centroid.z,field.direction.x,field.direction.y,field.direction.z,field.radius,field.epsilon
1608568669985689052,980,1608568669985689052,iiwa_link_0,0.69949680215,0.096706295774,0.0621602886693,-0.335165901352,3.96064726449,1.0,0.749413728714,0.0
1608568670021345651,981,1608568670021345651,iiwa_link_0,0.699498310892,0.0967062790878,0.0621574598546,-9.92591719587,98.0062571259,1.0,0.748892009258,0.0
1608568670549197640,982,1608568670549197640,iiwa_link_0,0.699498315445,0.0967060969625,0.0621618891471,-1.01320503413,8.48658221198,1.0,0.748892009258,0.0
1608568670587910647,983,1608568670587910647,iiwa_link_0,0.699477273081,0.0967086580128,0.0621428333068,-10.5079284469,94.0964221377,1.0,0.748494267464,0.0
1608568671113627198,984,1608568671113627198,iiwa_link_0,0.699475565171,0.0967086352227,0.0621443051187,-0.393233108304,5.28413060625,1.0,0.748494267464,0.0
1608568671166597008,985,1608568671166597008,iiwa_link_0,0.699479798132,0.0967085725502,0.062141226972,-6.90736420492,101.804919677,1.0,0.750931084156,0.0
1608568671699594843,986,1608568671699594843,iiwa_link_0,0.699477719188,0.09670874363,0.062141106899,-0.41590276866,4.28902804033,1.0,0.750931084156,0.0
1608568671736891018,987,1608568671736891018,iiwa_link_0,0.699499013523,0.0967058667189,0.0621612867884,-12.1164179709,99.436691967,1.0,0.747741580009,0.0
1608568672272162692,988,1608568672272162692,iiwa_link_0,0.699497879586,0.0967079170255,0.062125959757,-0.706941318255,6.03297386143,1.0,0.747741580009,0.0
1608568672308588023,989,1608568672308588023,iiwa_link_0,0.699475606214,0.0967088901924,0.0621428633283,-10.8772917289,97.9805881505,1.0,0.748625695705,0.0
1608568672838237883,990,1608568672838237883,iiwa_link_0,0.699477736513,0.0967087654661,0.0621402339823,-0.472463451539,4.07229947755,1.0,0.748625695705,0.0
1608568672877107021,991,1608568672877107021,iiwa_link_0,0.699500036115,0.0967060768097,0.0621576985577,-9.81484962472,99.449828582,1.0,0.749188840389,0.0
