%time,field.header.seq,field.header.stamp,field.header.frame_id,field.centroid.x,field.centroid.y,field.centroid.z,field.direction.x,field.direction.y,field.direction.z,field.radius,field.epsilon
1608567364183974053,0,1608567364183974053,iiwa_link_0,0.695076577045,0.0227205085698,0.0796657724291,0.00124774628121,0.00990884581089,-0.000507842410272,0.0,0.0
1608567364234131973,1,1608567364234131973,iiwa_link_0,0.695076588897,0.0227204540889,0.0796656898839,0.00124774777705,0.00990884565875,-0.000507841703677,0.0,0.0
1608567364284349242,2,1608567364284349242,iiwa_link_0,0.695076590589,0.0227203001263,0.0796657801952,0.00124774909697,0.00990884531162,-0.00050784523362,0.0,0.0
1608567364334531417,3,1608567364334531417,iiwa_link_0,0.695273246914,0.0227489779516,0.0796996449711,0.00124764538414,0.00990891917763,-0.000506657405536,0.0,0.0
1608567364384715064,4,1608567364384715064,iiwa_link_0,0.696291488465,0.0229440272356,0.0798121108992,0.0012468522929,0.0099093634873,-0.000499874620622,0.0,0.0
1608567364434896914,5,1608567364434896914,iiwa_link_0,0.697859564652,0.0237016324733,0.079976487587,0.001249317525,0.00991016501178,-0.000477320815622,0.0,0.0
1608567364485075060,6,1608567364485075060,iiwa_link_0,0.698898689943,0.0246495292221,0.0800619536384,0.00125506588657,0.00991071356663,-0.000450073572414,0.0,0.0
1608567364535290759,7,1608567364535290759,iiwa_link_0,0.701296726915,0.0279806612072,0.0802185712248,0.00128206184494,0.00991116158284,-0.000353826941521,0.0,0.0
1608567364585475039,8,1608567364585475039,iiwa_link_0,0.701593280864,0.0288663123319,0.0802265118767,0.00129374979396,0.00991051358401,-0.000328530016426,0.0,0.0
1608567364780414006,9,1608567364780414006,iiwa_link_0,0.698406212369,0.0303682307847,0.0559352127368,22.1751557559,0.863559284139,1.0,0.5,0.0
1608567364812403273,10,1608567364812403273,iiwa_link_0,0.6984311228,0.03943273987,0.0569627408404,99.6803280762,1.71767917782,1.0,3.61098694801,1.61098694801
1608567365001827728,11,1608567365001827728,iiwa_link_0,0.6984311228,0.03943273987,0.0569627408404,1.48304559813,12.5894470715,1.0,0.5,0.0
1608567365022329554,12,1608567365022329554,iiwa_link_0,0.696475078999,0.0412884074879,0.0582534618581,11.7657132584,100.802959935,1.0,1.91985559464,0.0
1608567365531512472,13,1608567365531512472,iiwa_link_0,0.696475078999,0.0412884074879,0.0582534618581,1.3984773683e-08,99.4831565215,1.0,1.91985559464,0.0
1608567365557201562,14,1608567365557201562,iiwa_link_0,0.696007944613,0.0472011030633,0.0572680134098,0.925064101218,100.401398884,1.0,0.761801600456,0.0
1608567366071718157,15,1608567366071718157,iiwa_link_0,0.696144265648,0.0477462674763,0.0572014634225,3.81787549164e-06,101.019045752,1.0,0.761801600456,0.0
1608567366102689409,16,1608567366102689409,iiwa_link_0,0.696051981526,0.0560622343922,0.0574225222896,2.04192923799,101.56681643,1.0,0.657163023949,0.0
