%time,field.header.seq,field.header.stamp,field.header.frame_id,field.centroid.x,field.centroid.y,field.centroid.z,field.direction.x,field.direction.y,field.direction.z,field.radius,field.epsilon
1608567094778784324,0,1608567094778784324,iiwa_link_0,0.694365174693,0.0227839311901,0.079679560659,0.00147271912667,0.00987816566187,-0.000502932928512,0.0,0.0
1608567094828956049,1,1608567094828956049,iiwa_link_0,0.694365163373,0.0227838285325,0.0796795205192,0.00147271914346,0.00987816559001,-0.000502934290836,0.0,0.0
1608567094879136922,2,1608567094879136922,iiwa_link_0,0.694406526381,0.0227958775151,0.0797051313709,0.00147266177229,0.009878188848,-0.000502645389622,0.0,0.0
1608567094929323546,3,1608567094929323546,iiwa_link_0,0.694854846254,0.0228896698633,0.0798011799484,0.00147228867351,0.00987840766351,-0.00049942776791,0.0,0.0
1608567094979537106,4,1608567094979537106,iiwa_link_0,0.696180056395,0.0232840634553,0.0799456988381,0.00147137835603,0.00987917760279,-0.00048671924753,0.0,0.0
1608567095029732045,5,1608567095029732045,iiwa_link_0,0.697658406751,0.0247414489456,0.0800712144031,0.00147809501996,0.00988005968242,-0.000446828584377,0.0,0.0
1608567095079920857,6,1608567095079920857,iiwa_link_0,0.698596415574,0.0264663836436,0.0801489944372,0.00149024235831,0.00988017877546,-0.000401553331924,0.0,0.0
1608567095130110423,7,1608567095130110423,iiwa_link_0,0.69943569123,0.027883180414,0.0802201188368,0.00150340568166,0.00987968219287,-0.000362837600433,0.0,0.0
1608567095180281193,8,1608567095180281193,iiwa_link_0,0.700642104153,0.030826044327,0.0802185306534,0.00154755805939,0.00987553920345,-0.00028069466325,0.0,0.0
1608567095375027255,9,1608567095375027255,iiwa_link_0,0.697974045988,0.030565674808,0.0563481799444,21.921550655,0.859215188463,1.0,0.5,0.0
1608567095389427225,10,1608567095389427225,iiwa_link_0,0.698365111979,0.0382404764763,0.057135412602,99.6793444176,1.74285676179,1.0,3.51226615906,1.51226615906
1608567095551231628,11,1608567095551231628,iiwa_link_0,0.69625205514,0.0414307411923,0.0570992298157,-0.700058276695,13.6782515669,1.0,0.5,0.0
1608567095570386796,12,1608567095570386796,iiwa_link_0,0.696898779448,0.0421439571885,0.0585014560268,-5.04481020547,101.358956312,1.0,1.25669884682,0.0
1608567095699133498,13,1608567095699133498,iiwa_link_0,0.696898779448,0.0421439571885,0.0585014560268,-1.41436727459,4.60328298152,1.0,1.25669884682,0.0
1608567095714461211,14,1608567095714461211,iiwa_link_0,0.697472118792,0.0433244454395,0.0576802455502,-28.4412023073,95.9785779894,1.0,1.17688214779,0.0
1608567095849654338,15,1608567095849654338,iiwa_link_0,0.697472118792,0.0433244454395,0.0576802455502,-2.65994120988,6.13480896289,1.0,1.17688214779,0.0
1608567095862694810,16,1608567095862694810,iiwa_link_0,0.696696494587,0.0449938997473,0.0576360714718,-37.7378820664,93.3137764155,1.0,1.17644274235,0.0
1608567096002458387,17,1608567096002458387,iiwa_link_0,0.696696494587,0.0449938997473,0.0576360714718,-21.5443949848,7.33450889322,1.0,1.17644274235,0.0
1608567096019624879,18,1608567096019624879,iiwa_link_0,0.696586556435,0.0461378599256,0.0577940716892,-96.0389694803,34.8441933762,1.0,0.888614475727,0.0
1608567096209860187,19,1608567096209860187,iiwa_link_0,0.696304381867,0.0464192152327,0.057777626113,-41113440804.6,15035549608.5,1.0,0.888614475727,0.0
1608567096225804807,20,1608567096225804807,iiwa_link_0,0.69634987741,0.047266182361,0.0577188245044,-95.4621514141,33.3030279985,1.0,0.733658909798,0.0
1608567096453467436,21,1608567096453467436,iiwa_link_0,0.696304401647,0.0476049652647,0.0577030403743,-3.48552922711,1.30210939613,1.0,0.733658909798,0.0
1608567096473573288,22,1608567096473573288,iiwa_link_0,0.696346039829,0.0477588090295,0.0579447140071,-95.3561685377,34.9280042225,1.0,0.582093298435,0.0
1608567096686311432,23,1608567096686311432,iiwa_link_0,0.696186930411,0.0478070841325,0.0578825740569,-1.20808930861,0.431781110031,1.0,0.582093298435,0.0
1608567096701097346,24,1608567096701097346,iiwa_link_0,0.696443969789,0.047953879203,0.0577806441091,-80.8728469225,30.5684066462,1.0,0.500864267349,0.0
1608567096909705543,25,1608567096909705543,iiwa_link_0,0.696443969789,0.047953879203,0.0577806441091,-1.23182523307,0.475050484706,1.0,0.500864267349,0.0
1608567096925768153,26,1608567096925768153,iiwa_link_0,0.696371047877,0.0481559319516,0.0578723004385,-78.0741348915,32.8024990581,1.0,0.519320845604,0.0
1608567097114419665,27,1608567097114419665,iiwa_link_0,0.696371047877,0.0481559319516,0.0578723004385,-1.6935911056,0.779552470676,1.0,0.519320845604,0.0
1608567097130192607,28,1608567097130192607,iiwa_link_0,0.696188279363,0.0483003781834,0.0577833695525,-84.1539047174,39.9439474056,1.0,0.539725720882,0.0
1608567097348249379,29,1608567097348249379,iiwa_link_0,0.696188279363,0.0483003781834,0.0577833695525,-2.49506993322,1.32783867659,1.0,0.539725720882,0.0
1608567097361984999,30,1608567097361984999,iiwa_link_0,0.696135502559,0.0484725722064,0.0575794977957,-90.2887689985,46.3892852685,1.0,0.567855060101,0.0
1608567097559167303,31,1608567097559167303,iiwa_link_0,0.696135502559,0.0484725722064,0.0575794977957,-4.34884360791,2.36083349644,1.0,0.567855060101,0.0
1608567097580073570,32,1608567097580073570,iiwa_link_0,0.695823634138,0.0487822166845,0.0574825704098,-84.5296853576,47.6844077677,1.0,0.592879533768,0.0
1608567097742954239,33,1608567097742954239,iiwa_link_0,0.695823634138,0.0487822166845,0.0574825704098,-8862145497.34,5162482604.73,1.0,0.592879533768,0.0
1608567097762696971,34,1608567097762696971,iiwa_link_0,0.695850132536,0.0493703691622,0.0574072491335,-87.6219336601,47.1427729703,1.0,0.625141382217,0.0
1608567097951967359,35,1608567097951967359,iiwa_link_0,0.695850132536,0.0493703691622,0.0574072491335,-9112383920.12,5219236676.21,1.0,0.625141382217,0.0
1608567097974482903,36,1608567097974482903,iiwa_link_0,0.695748822715,0.0502088872434,0.0573529440538,-84.5649856843,47.0500235684,1.0,0.688514888287,0.0
1608567098140362470,37,1608567098140362470,iiwa_link_0,0.695748822715,0.0502088872434,0.0573529440538,-10437410327.5,6630717580.37,1.0,0.688514888287,0.0
