%time,field.header.seq,field.header.stamp,field.header.frame_id,field.centroid.x,field.centroid.y,field.centroid.z,field.direction.x,field.direction.y,field.direction.z,field.radius,field.epsilon
1608567257477634275,0,1608567257477634275,iiwa_link_0,0.694198504344,0.0222601635076,0.0799063634092,0.00127976391666,0.00990436951696,-0.000515430683071,0.0,0.0
1608567257527795729,1,1608567257527795729,iiwa_link_0,0.694198504344,0.0222601635076,0.0799063634092,0.00127976391666,0.00990436951696,-0.000515430683071,0.0,0.0
1608567257577968918,2,1608567257577968918,iiwa_link_0,0.694249337455,0.0222805730119,0.0799379850919,0.00127964784604,0.00990440535947,-0.000515029965529,0.0,0.0
1608567257628143127,3,1608567257628143127,iiwa_link_0,0.695767306984,0.0226702851109,0.0801962029361,0.00127862543052,0.00990517933922,-0.000502532850913,0.0,0.0
1608567257678313866,4,1608567257678313866,iiwa_link_0,0.696689761517,0.0230606972587,0.0803135031233,0.00127980653064,0.0099056418175,-0.00049026057102,0.0,0.0
1608567257728481062,5,1608567257728481062,iiwa_link_0,0.699156394405,0.0261139211438,0.0805758723555,0.00130282003874,0.00990659835422,-0.000402453717528,0.0,0.0
1608567257778666724,6,1608567257778666724,iiwa_link_0,0.699744935799,0.0279159920998,0.0806431879768,0.00132750648224,0.00990526157883,-0.000351453545274,0.0,0.0
1608567257828827831,7,1608567257828827831,iiwa_link_0,0.700218582304,0.029333263477,0.0805558627871,0.00136649335492,0.00990141645781,-0.000307649215781,0.0,0.0
1608567257878993053,8,1608567257878993053,iiwa_link_0,0.700218582304,0.029333263477,0.0805558627871,0.00136649335492,0.00990141645781,-0.000307649215781,0.0,0.0
1608567257929182843,9,1608567257929182843,iiwa_link_0,0.700685209771,0.0317869979708,0.0802863375691,0.00141652393681,0.00989651002755,-0.000229236146955,0.0,0.0
1608567258259081896,10,1608567258259081896,iiwa_link_0,0.697350514589,0.0343199505113,0.0566119487055,-5.12116926331e-08,16.924881857,1.0,0.5,0.0
1608567258276410705,11,1608567258276410705,iiwa_link_0,0.695768941735,0.0442791693531,0.0580242108786,-0.243931870865,97.8263639115,1.0,1.10908460617,0.0
1608567258785055679,12,1608567258785055679,iiwa_link_0,0.697190568812,0.0439455590601,0.0582153244064,2.46002151748e-07,97.8562478755,1.0,1.10908460617,0.0
1608567258801636693,13,1608567258801636693,iiwa_link_0,0.695047337425,0.050764908155,0.0561363971659,0.0665392042323,101.489671195,1.0,1.04018390179,0.0
1608567259124956876,14,1608567259124956876,iiwa_link_0,0.695047337425,0.050764908155,0.0561363971659,4.97122252615e-09,98.948120452,1.0,1.04018390179,0.0
1608567259149379579,15,1608567259149379579,iiwa_link_0,0.695973718997,0.0554751045849,0.0572873489534,0.925064092185,100.401398884,1.0,0.718095421791,0.0
