%time,field.header.seq,field.header.stamp,field.header.frame_id,field.centroid.x,field.centroid.y,field.centroid.z,field.direction.x,field.direction.y,field.direction.z,field.radius,field.epsilon
1602687952167683340,2085,1602687952167683340,iiwa_link_0,0.530993678432,0.22287272392,0.0576258626753,-48.9815516363,85.7999915878,1.0,0.504556179047,0.0
1602687952290724638,2086,1602687952290724638,iiwa_link_0,0.530993678432,0.22287272392,0.0576258626753,-7.18543999841,12.8059112435,1.0,0.504556179047,0.0
1602687952302721007,2087,1602687952302721007,iiwa_link_0,0.530989354359,0.222872950533,0.0576240767315,-47.3640537479,89.0705835532,1.0,0.508505284786,0.0
1602687952443708199,2088,1602687952443708199,iiwa_link_0,0.530989354359,0.222872950533,0.0576240767315,-6.83161160797,12.1487416946,1.0,0.508505284786,0.0
1602687952453434281,2089,1602687952453434281,iiwa_link_0,0.53097612852,0.222871732437,0.0576412702359,-46.7364880898,88.0508734095,1.0,0.508582890034,0.0
1602687952611869320,2090,1602687952611869320,iiwa_link_0,0.530996593615,0.222872923206,0.0576231533434,-6.91017013228,12.4151144419,1.0,0.508582890034,0.0
1602687952624831079,2091,1602687952624831079,iiwa_link_0,0.530975463321,0.222871748134,0.0576421074316,-49.7747742692,86.285594618,1.0,0.503815531731,0.0
1602687952752574867,2092,1602687952752574867,iiwa_link_0,0.530975463321,0.222871748134,0.0576421074316,-7.05506933938,12.6217684021,1.0,0.503815531731,0.0
1602687952766075806,2093,1602687952766075806,iiwa_link_0,0.530974553337,0.222871547836,0.0576442419868,-45.7269939416,90.3757950312,1.0,0.510762751102,0.0
1602687952946138148,2094,1602687952946138148,iiwa_link_0,0.530974553337,0.222871547836,0.0576442419868,-6.83411092406,14.6121546143,1.0,0.510762751102,0.0
1602687952956645013,2095,1602687952956645013,iiwa_link_0,0.530993600111,0.222872812823,0.0576242255092,-43.3230968308,89.8229372901,1.0,0.513041555882,0.0
1602687953092247441,2096,1602687953092247441,iiwa_link_0,0.530993600111,0.222872812823,0.0576242255092,-6.72446795814,13.9213576234,1.0,0.513041555882,0.0
1602687953102724779,2097,1602687953102724779,iiwa_link_0,0.531005347409,0.222871707041,0.0576351400879,-42.4841692653,92.3527335507,1.0,0.515248298645,0.0
1602687953233988980,2098,1602687953233988980,iiwa_link_0,0.531005347409,0.222871707041,0.0576351400879,-6.54317310433,13.420640508,1.0,0.515248298645,0.0
1602687953245488408,2099,1602687953245488408,iiwa_link_0,0.530976001499,0.22287166719,0.0576435882164,-44.2723462464,88.1157178965,1.0,0.511081039906,0.0
1602687953384311391,2100,1602687953384311391,iiwa_link_0,0.530976001499,0.22287166719,0.0576435882164,-6.8678463331,12.9839054521,1.0,0.511081039906,0.0
1602687953395906762,2101,1602687953395906762,iiwa_link_0,0.530975955783,0.222871694967,0.0576427371503,-50.4900907907,89.7093746436,1.0,0.505013346672,0.0
1602687953566868614,2102,1602687953566868614,iiwa_link_0,0.530975955783,0.222871694967,0.0576427371503,-7.28033444044,12.4334121835,1.0,0.505013346672,0.0
1602687953577922952,2103,1602687953577922952,iiwa_link_0,0.530977329294,0.222871537275,0.0576442907411,-51.4359066697,88.2668363014,1.0,0.503118753433,0.0
1602687953749713320,2104,1602687953749713320,iiwa_link_0,0.530975961859,0.222871788135,0.0576427440403,-7.76347826375,14.6527620643,1.0,0.503118753433,0.0
1602687953760612451,2105,1602687953760612451,iiwa_link_0,0.530972505079,0.22287178177,0.0576434151713,-45.4603994735,87.9739562154,1.0,0.50965577364,0.0
